SCHOOL_CODE,Pass_Percentage,Result
MA0002,71.43%,Attention
MA0003,66.67%,Attention
MA0005,100.00%,Reward
MA0006,81.82%,Reward
MA0007,50.00%,Attention
MA0008,100.00%,Reward
MA0009,83.33%,Reward
MA0010,100.00%,Reward
MA0011,100.00%,Reward
MA0012,25.00%,Attention
MA0013,100.00%,Reward
MA0014,100.00%,Reward
MA0015,66.67%,Attention
MA0017,100.00%,Reward
MA0018,100.00%,Reward
MA0019,85.71%,Reward
MA0020,50.00%,Attention
MA0021,60.00%,Attention
MA0022,50.00%,Attention
MA0023,100.00%,Reward
MA0024,50.00%,Attention
MA0025,81.82%,Reward
MA0026,100.00%,Reward
MA0027,80.00%,Reward
MA0028,100.00%,Reward
MA0029,100.00%,Reward
MA0030,75.00%,Attention
MA0031,100.00%,Reward
MA0032,85.71%,Reward
MA0033,100.00%,Reward
MA0034,100.00%,Reward
MA0035,71.43%,Attention
MA0036,0.00%,Attention
MA0038,100.00%,Reward
MA0039,100.00%,Reward
MA0041,100.00%,Reward
MA0042,33.33%,Attention
MA0043,50.00%,Attention
MA0044,88.89%,Reward
MA0045,100.00%,Reward
MA0046,83.33%,Reward
MA0047,100.00%,Reward
MA0048,100.00%,Reward
MA0049,50.00%,Attention
MA0051,83.33%,Reward
MA0052,100.00%,Reward
MA0053,66.67%,Attention
MA0054,100.00%,Reward
MA0055,100.00%,Reward
MA0056,100.00%,Reward
MA0057,50.00%,Attention
MA0058,100.00%,Reward
MA0061,100.00%,Reward
MA0062,100.00%,Reward
MA0063,100.00%,Reward
MA0064,40.00%,Attention
MA0065,55.56%,Attention
MA0066,100.00%,Reward
MA0067,100.00%,Reward
MA0068,100.00%,Reward
MA0069,66.67%,Attention
MA0070,33.33%,Attention
MA0071,100.00%,Reward
MA0072,66.67%,Attention
MA0073,100.00%,Reward
MA0074,40.00%,Attention
MA0075,100.00%,Reward
MA0076,75.00%,Attention
MA0078,100.00%,Reward
MA0079,100.00%,Reward
MA0080,50.00%,Attention
MA0082,80.00%,Reward
MA0083,100.00%,Reward
MA0084,100.00%,Reward
MA0085,50.00%,Attention
MA0086,100.00%,Reward
MA0087,66.67%,Attention
MA0088,100.00%,Reward
MA0089,100.00%,Reward
MA0091,100.00%,Reward
MA0092,50.00%,Attention
MA0093,66.67%,Attention
MA0094,100.00%,Reward
MA0095,100.00%,Reward
MA0096,50.00%,Attention
MA0097,100.00%,Reward
MA0098,100.00%,Reward
MA0100,60.00%,Attention
MA0101,100.00%,Reward
MA0103,100.00%,Reward
MA0104,100.00%,Reward
MA0106,100.00%,Reward
MA0107,100.00%,Reward
MA0108,75.00%,Attention
MA0109,100.00%,Reward
MA0110,100.00%,Reward
MA0111,100.00%,Reward
MA0112,100.00%,Reward
MA0113,100.00%,Reward
MA0114,100.00%,Reward
MA0115,50.00%,Attention
MA0116,50.00%,Attention
MA0117,100.00%,Reward
MA0119,50.00%,Attention
MA0120,100.00%,Reward
MA0123,100.00%,Reward
MA0125,100.00%,Reward
MA0126,75.00%,Attention
MA0127,100.00%,Reward
MA0128,37.50%,Attention
MA0129,100.00%,Reward
MA0130,66.67%,Attention
MA0131,50.00%,Attention
MA0132,100.00%,Reward
MA0133,100.00%,Reward
MA0135,100.00%,Reward
MA0137,100.00%,Reward
MA0138,100.00%,Reward
MA0139,100.00%,Reward
MA0140,100.00%,Reward
MA0141,100.00%,Reward
MA0142,100.00%,Reward
MA0143,100.00%,Reward
MA0144,100.00%,Reward
MA0146,85.71%,Reward
MA0147,100.00%,Reward
MA0148,100.00%,Reward
MA0149,100.00%,Reward
MA0150,100.00%,Reward
MA0152,100.00%,Reward
MA0154,100.00%,Reward
MA0155,100.00%,Reward
MA0156,100.00%,Reward
MA0157,100.00%,Reward
MA0158,100.00%,Reward
MA0159,57.14%,Attention
MA0160,50.00%,Attention
MA0161,63.64%,Attention
MA0162,100.00%,Reward
MA0163,100.00%,Reward
MA0164,100.00%,Reward
MA0165,50.00%,Attention
MA0166,66.67%,Attention
MA0167,75.00%,Attention
MA0170,100.00%,Reward
MA0171,100.00%,Reward
MA0172,100.00%,Reward
MA0173,100.00%,Reward
MA0175,50.00%,Attention
MA0176,100.00%,Reward
MA0177,100.00%,Reward
MA0178,100.00%,Reward
MA0181,0.00%,Attention
MA0182,100.00%,Reward
MA0183,0.00%,Attention
MA0184,100.00%,Reward
MA0185,100.00%,Reward
MA0186,100.00%,Reward
MA0187,0.00%,Attention
MA0188,100.00%,Reward
MA0189,0.00%,Attention
MA0190,100.00%,Reward
MA0191,100.00%,Reward
MA0193,100.00%,Reward
MA0194,100.00%,Reward
MA0195,100.00%,Reward
MA0196,100.00%,Reward
MA0197,100.00%,Reward
MA0199,100.00%,Reward
MA0200,100.00%,Reward
MA0201,0.00%,Attention
MA0202,100.00%,Reward
MA0203,75.00%,Attention
MA0204,100.00%,Reward
MA0205,100.00%,Reward
MA0206,50.00%,Attention
MA0207,100.00%,Reward
MA0208,100.00%,Reward
MA0209,100.00%,Reward
MA0210,100.00%,Reward
MA0211,50.00%,Attention
MA0213,100.00%,Reward
MA0214,100.00%,Reward
MA0215,83.33%,Reward
MA0216,100.00%,Reward
MA0217,50.00%,Attention
MA0218,75.00%,Attention
MA0219,50.00%,Attention
MA0220,50.00%,Attention
MA0221,100.00%,Reward
MA0222,100.00%,Reward
MA0223,66.67%,Attention
MA0224,75.00%,Attention
MA0225,50.00%,Attention
MA0226,100.00%,Reward
MA0227,66.67%,Attention
MA0228,100.00%,Reward
MA0229,100.00%,Reward
MA0231,100.00%,Reward
MA0232,100.00%,Reward
MA0233,66.67%,Attention
MA0234,100.00%,Reward
MA0235,100.00%,Reward
MA0237,100.00%,Reward
MA0238,100.00%,Reward
MA0241,100.00%,Reward
MA0242,57.14%,Attention
MA0244,50.00%,Attention
MA0245,66.67%,Attention
MA0248,100.00%,Reward
MA0249,100.00%,Reward
MA0250,50.00%,Attention
MA0251,100.00%,Reward
MA0252,100.00%,Reward
MA0253,100.00%,Reward
MA0254,100.00%,Reward
MA0255,100.00%,Reward
MA0256,100.00%,Reward
MA0257,100.00%,Reward
MA0258,0.00%,Attention
MA0259,66.67%,Attention
MA0260,100.00%,Reward
MA0263,100.00%,Reward
MA0266,66.67%,Attention
MA0267,0.00%,Attention
MA0268,0.00%,Attention
MA0269,100.00%,Reward
MA0270,0.00%,Attention
MA0271,100.00%,Reward
MA0272,50.00%,Attention
MA0273,100.00%,Reward
MA0274,100.00%,Reward
MA0275,60.00%,Attention
MA0277,100.00%,Reward
MA0279,100.00%,Reward
MA0280,100.00%,Reward
MA0281,100.00%,Reward
MA0282,66.67%,Attention
MA0283,100.00%,Reward
MA0284,50.00%,Attention
MA0286,100.00%,Reward
MA0287,100.00%,Reward
MA0288,66.67%,Attention
MA0289,100.00%,Reward
MA0290,0.00%,Attention
MA0291,66.67%,Attention
MA0292,100.00%,Reward
MA0296,100.00%,Reward
MA0297,100.00%,Reward
MA0298,100.00%,Reward
MA0300,100.00%,Reward
MA0302,33.33%,Attention
MA0303,100.00%,Reward
MA0304,100.00%,Reward
MA0305,100.00%,Reward
MA0306,50.00%,Attention
MA0307,100.00%,Reward
MA0308,100.00%,Reward
MA0310,100.00%,Reward
MA0311,100.00%,Reward
MA0312,0.00%,Attention
MA0313,100.00%,Reward
MA0314,50.00%,Attention
MA0315,100.00%,Reward
MA0317,33.33%,Attention
MA0318,100.00%,Reward
MA0319,100.00%,Reward
MA0322,0.00%,Attention
MA0323,0.00%,Attention
MA0324,100.00%,Reward
MA0327,100.00%,Reward
MA0330,100.00%,Reward
MA0331,100.00%,Reward
MA0332,100.00%,Reward
MA0333,100.00%,Reward
MA0334,100.00%,Reward
MA0335,100.00%,Reward
MA0336,100.00%,Reward
MA0339,100.00%,Reward
MA0340,0.00%,Attention
MA0342,100.00%,Reward
MA0343,66.67%,Attention
MA0344,100.00%,Reward
MA0345,0.00%,Attention
MA0346,100.00%,Reward
MA0900,100.00%,Reward
MB0001,42.86%,Attention
MB0002,25.00%,Attention
MB0003,50.00%,Attention
MB0004,50.00%,Attention
MB0005,100.00%,Reward
MB0006,60.00%,Attention
MB0007,76.92%,Normal
MB0008,88.89%,Reward
MB0009,50.00%,Attention
MB0010,0.00%,Attention
MB0011,50.00%,Attention
MB0012,100.00%,Reward
MB0013,62.50%,Attention
MB0014,66.67%,Attention
MB0015,50.00%,Attention
MB0016,100.00%,Reward
MB0017,100.00%,Reward
MB0018,90.00%,Reward
MB0019,100.00%,Reward
MB0020,80.00%,Reward
MB0021,60.00%,Attention
MB0022,75.00%,Attention
MB0023,100.00%,Reward
MB0024,75.00%,Attention
MB0025,50.00%,Attention
MB0026,50.00%,Attention
MB0027,100.00%,Reward
MB0028,66.67%,Attention
MB0029,83.33%,Reward
MB0030,100.00%,Reward
MB0031,100.00%,Reward
MB0032,100.00%,Reward
MB0033,100.00%,Reward
MB0034,90.00%,Reward
MB0035,88.89%,Reward
MB0036,100.00%,Reward
MB0037,100.00%,Reward
MB0038,100.00%,Reward
MB0039,100.00%,Reward
MB0040,100.00%,Reward
MB0041,66.67%,Attention
MB0043,100.00%,Reward
MB0044,100.00%,Reward
MB0045,0.00%,Attention
MB0047,100.00%,Reward
MB0049,50.00%,Attention
MB0050,80.00%,Reward
MB0051,75.00%,Attention
MB0052,0.00%,Attention
MB0053,66.67%,Attention
MB0054,100.00%,Reward
MB0055,62.50%,Attention
MB0056,75.00%,Attention
MB0057,100.00%,Reward
MB0058,50.00%,Attention
MB0059,50.00%,Attention
MB0060,0.00%,Attention
MB0061,66.67%,Attention
MB0062,100.00%,Reward
MB0063,33.33%,Attention
MB0064,100.00%,Reward
MB0065,100.00%,Reward
MB0066,40.00%,Attention
MB0067,100.00%,Reward
MB0068,100.00%,Reward
MB0070,100.00%,Reward
MB0071,100.00%,Reward
MB0072,100.00%,Reward
MB0073,100.00%,Reward
MB0074,100.00%,Reward
MB0075,100.00%,Reward
MB0076,100.00%,Reward
MB0077,50.00%,Attention
MB0078,80.00%,Reward
MB0079,33.33%,Attention
MB0080,66.67%,Attention
MB0081,100.00%,Reward
MB0082,100.00%,Reward
MB0083,66.67%,Attention
MB0084,0.00%,Attention
MB0085,100.00%,Reward
MB0086,100.00%,Reward
MB0087,100.00%,Reward
MB0088,83.33%,Reward
MB0089,66.67%,Attention
MB0090,50.00%,Attention
MB0091,100.00%,Reward
MB0092,100.00%,Reward
MB0093,100.00%,Reward
MB0094,66.67%,Attention
MB0095,100.00%,Reward
MB0096,100.00%,Reward
MB0097,100.00%,Reward
MB0098,0.00%,Attention
MB0099,50.00%,Attention
MB0100,100.00%,Reward
MB0101,100.00%,Reward
MB0102,0.00%,Attention
MB0104,100.00%,Reward
MB0105,100.00%,Reward
MB0106,60.00%,Attention
MB0107,66.67%,Attention
MB0108,100.00%,Reward
MB0109,80.00%,Reward
MB0110,83.33%,Reward
MB0111,100.00%,Reward
MB0112,100.00%,Reward
MB0113,50.00%,Attention
MB0114,0.00%,Attention
MB0115,33.33%,Attention
MB0118,100.00%,Reward
MB0119,100.00%,Reward
MB0121,0.00%,Attention
MB0122,0.00%,Attention
MB0123,66.67%,Attention
MB0125,100.00%,Reward
MB0126,50.00%,Attention
MB0127,100.00%,Reward
MB0132,100.00%,Reward
MB0133,100.00%,Reward
MB0134,100.00%,Reward
MB0135,100.00%,Reward
MB0138,100.00%,Reward
MB0139,100.00%,Reward
MB0141,50.00%,Attention
MB0142,100.00%,Reward
MB0143,100.00%,Reward
MB0144,100.00%,Reward
MB0147,100.00%,Reward
MB0149,0.00%,Attention
MB0150,100.00%,Reward
MB0151,100.00%,Reward
MB0152,100.00%,Reward
MB0153,100.00%,Reward
MB0154,100.00%,Reward
MB0157,100.00%,Reward
MB0158,100.00%,Reward
MB0159,100.00%,Reward
MB0161,100.00%,Reward
MB0162,100.00%,Reward
MB0163,100.00%,Reward
MB0164,100.00%,Reward
MB0165,100.00%,Reward
MB0166,100.00%,Reward
MB0167,100.00%,Reward
MB0169,100.00%,Reward
MB0170,100.00%,Reward
MB0171,100.00%,Reward
MB0172,100.00%,Reward
MB0173,100.00%,Reward
MB0174,100.00%,Reward
MB0175,100.00%,Reward
MB0176,100.00%,Reward
MB0177,100.00%,Reward
MB0178,100.00%,Reward
MB0179,100.00%,Reward
MB0180,66.67%,Attention
MB0181,100.00%,Reward
MB0182,100.00%,Reward
MB0184,100.00%,Reward
MB0185,0.00%,Attention
MB0186,100.00%,Reward
MB0187,100.00%,Reward
MB0188,100.00%,Reward
MB0189,100.00%,Reward
MB0190,100.00%,Reward
MB0191,0.00%,Attention
MB0192,100.00%,Reward
MB0196,0.00%,Attention
MB0198,100.00%,Reward
MB0200,100.00%,Reward
MB0203,100.00%,Reward
MB0204,50.00%,Attention
MB0205,100.00%,Reward
MB0206,100.00%,Reward
MB0207,100.00%,Reward
MB0208,100.00%,Reward
MB0209,100.00%,Reward
MB0211,0.00%,Attention
MB0215,100.00%,Reward
MB0219,100.00%,Reward
MB0221,50.00%,Attention
MB0225,100.00%,Reward
MB0226,100.00%,Reward
MB0227,50.00%,Attention
MB0229,100.00%,Reward
MB0230,50.00%,Attention
MB0231,100.00%,Reward
MB0232,100.00%,Reward
MB0234,100.00%,Reward
MB0238,100.00%,Reward
MB0240,100.00%,Reward
MB0241,100.00%,Reward
MB0242,100.00%,Reward
MB0243,50.00%,Attention
MB0244,100.00%,Reward
MB0246,100.00%,Reward
MB0247,100.00%,Reward
MB0249,100.00%,Reward
MB0251,0.00%,Attention
MM0001,75.00%,Attention
MM0002,75.00%,Attention
MM0003,57.14%,Attention
MM0004,100.00%,Reward
MM0005,92.31%,Reward
MM0006,60.00%,Attention
MM0007,85.71%,Reward
MM0008,66.67%,Attention
MM0009,100.00%,Reward
MM0010,100.00%,Reward
MM0011,90.00%,Reward
MM0013,100.00%,Reward
MM0014,100.00%,Reward
MM0015,63.64%,Attention
MM0016,75.00%,Attention
MM0017,100.00%,Reward
MM0018,0.00%,Attention
MM0019,75.00%,Attention
MM0020,100.00%,Reward
MM0021,87.50%,Reward
MM0022,100.00%,Reward
MM0024,0.00%,Attention
MM0025,92.86%,Reward
MM0026,100.00%,Reward
MM0027,75.00%,Attention
MM0028,33.33%,Attention
MM0029,80.00%,Reward
MM0030,0.00%,Attention
MM0031,50.00%,Attention
MM0032,85.71%,Reward
MM0033,100.00%,Reward
MM0035,100.00%,Reward
MM0036,85.71%,Reward
MM0037,66.67%,Attention
MM0038,80.00%,Reward
MM0039,100.00%,Reward
MM0040,100.00%,Reward
MM0041,100.00%,Reward
MM0042,80.00%,Reward
MM0043,100.00%,Reward
MM0044,66.67%,Attention
MM0045,100.00%,Reward
MM0046,75.00%,Attention
MM0047,100.00%,Reward
MM0048,100.00%,Reward
MM0049,100.00%,Reward
MM0050,80.00%,Reward
MM0051,25.00%,Attention
MM0052,100.00%,Reward
MM0053,75.00%,Attention
MM0054,100.00%,Reward
MM0055,100.00%,Reward
MM0056,100.00%,Reward
MM0057,50.00%,Attention
MM0058,50.00%,Attention
MM0059,66.67%,Attention
MM0061,100.00%,Reward
MM0062,100.00%,Reward
MM0063,66.67%,Attention
MM0064,66.67%,Attention
MM0065,100.00%,Reward
MM0066,100.00%,Reward
MM0067,66.67%,Attention
MM0068,88.89%,Reward
MM0069,0.00%,Attention
MM0071,100.00%,Reward
MM0072,50.00%,Attention
MM0073,0.00%,Attention
MM0074,80.00%,Reward
MM0075,80.00%,Reward
MM0076,100.00%,Reward
MM0077,0.00%,Attention
MM0078,80.00%,Reward
MM0079,66.67%,Attention
MM0080,0.00%,Attention
MM0081,80.00%,Reward
MM0082,40.00%,Attention
MM0083,100.00%,Reward
MM0085,100.00%,Reward
MM0086,100.00%,Reward
MM0087,50.00%,Attention
MM0088,100.00%,Reward
MM0089,100.00%,Reward
MM0090,75.00%,Attention
MM0091,100.00%,Reward
MM0092,75.00%,Attention
MM0093,91.67%,Reward
MM0094,14.29%,Attention
MM0095,100.00%,Reward
MM0096,50.00%,Attention
MM0097,100.00%,Reward
MM0098,66.67%,Attention
MM0099,100.00%,Reward
MM0100,85.71%,Reward
MM0101,100.00%,Reward
MM0102,100.00%,Reward
MM0103,100.00%,Reward
MM0104,66.67%,Attention
MM0105,100.00%,Reward
MM0106,0.00%,Attention
MM0107,50.00%,Attention
MM0108,50.00%,Attention
MM0109,85.71%,Reward
MM0110,100.00%,Reward
MM0111,50.00%,Attention
MM0112,60.00%,Attention
MM0113,100.00%,Reward
MM0114,100.00%,Reward
MM0115,57.14%,Attention
MM0116,100.00%,Reward
MM0117,0.00%,Attention
MM0118,66.67%,Attention
MM0119,100.00%,Reward
MM0120,100.00%,Reward
MM0121,80.00%,Reward
MM0122,100.00%,Reward
MM0124,60.00%,Attention
MM0125,100.00%,Reward
MM0126,100.00%,Reward
MM0127,0.00%,Attention
MM0129,83.33%,Reward
MM0130,100.00%,Reward
MM0131,50.00%,Attention
MM0132,100.00%,Reward
MM0133,100.00%,Reward
MM0135,100.00%,Reward
MM0136,100.00%,Reward
MM0137,75.00%,Attention
MM0138,100.00%,Reward
MM0139,80.00%,Reward
MM0140,100.00%,Reward
MM0141,66.67%,Attention
MM0142,71.43%,Attention
MM0143,100.00%,Reward
MM0144,57.14%,Attention
MM0145,100.00%,Reward
MM0146,100.00%,Reward
MM0147,100.00%,Reward
MM0150,50.00%,Attention
MM0151,0.00%,Attention
MM0152,100.00%,Reward
MM0153,83.33%,Reward
MM0154,100.00%,Reward
MM0155,100.00%,Reward
MM0156,84.62%,Reward
MM0157,66.67%,Attention
MM0158,100.00%,Reward
MM0159,100.00%,Reward
MM0160,0.00%,Attention
MM0161,33.33%,Attention
MM0163,16.67%,Attention
MM0164,100.00%,Reward
MM0165,100.00%,Reward
MM0166,100.00%,Reward
MM0167,100.00%,Reward
MM0168,100.00%,Reward
MM0169,100.00%,Reward
MM0170,100.00%,Reward
MM0171,80.00%,Reward
MM0174,100.00%,Reward
MM0175,66.67%,Attention
MM0177,100.00%,Reward
MM0178,25.00%,Attention
MM0179,100.00%,Reward
MM0180,100.00%,Reward
MM0182,100.00%,Reward
MM0183,100.00%,Reward
MM0184,100.00%,Reward
MM0185,100.00%,Reward
MM0186,50.00%,Attention
MM0189,100.00%,Reward
MM0190,100.00%,Reward
MM0192,100.00%,Reward
MM0193,0.00%,Attention
MM0194,100.00%,Reward
MM0195,100.00%,Reward
MM0196,100.00%,Reward
MM0197,83.33%,Reward
MM0199,50.00%,Attention
MM0200,88.89%,Reward
MM0201,50.00%,Attention
MM0203,50.00%,Attention
MM0206,100.00%,Reward
MM0209,66.67%,Attention
MM0210,100.00%,Reward
MM0211,100.00%,Reward
MM0212,100.00%,Reward
MM0213,66.67%,Attention
MM0214,0.00%,Attention
MM0215,50.00%,Attention
MM0216,100.00%,Reward
MM0217,100.00%,Reward
MM0219,60.00%,Attention
MM0222,100.00%,Reward
MM0223,100.00%,Reward
MM0224,40.00%,Attention
MM0225,100.00%,Reward
MM0227,75.00%,Attention
MM0228,100.00%,Reward
MM0229,83.33%,Reward
MM0230,100.00%,Reward
MM0231,100.00%,Reward
MM0233,100.00%,Reward
MM0234,100.00%,Reward
MM0235,100.00%,Reward
MM0236,100.00%,Reward
MM0237,100.00%,Reward
MM0240,100.00%,Reward
MM0241,100.00%,Reward
MM0242,100.00%,Reward
MM0243,100.00%,Reward
MM0244,100.00%,Reward
MM0245,0.00%,Attention
MM0246,100.00%,Reward
MM0248,100.00%,Reward
MM0249,100.00%,Reward
MM0250,100.00%,Reward
MM0251,100.00%,Reward
MM0252,100.00%,Reward
MM0253,85.71%,Reward
MM0254,50.00%,Attention
MM0255,100.00%,Reward
MM0256,100.00%,Reward
MM0259,100.00%,Reward
MM0262,100.00%,Reward
MM0264,80.00%,Reward
MM0265,100.00%,Reward
MM0267,100.00%,Reward
MM0268,100.00%,Reward
MM0269,100.00%,Reward
MM0270,100.00%,Reward
MM0271,100.00%,Reward
MM0272,100.00%,Reward
MM0273,100.00%,Reward
MM0275,33.33%,Attention
MM0276,50.00%,Attention
MM0277,100.00%,Reward
MM0278,25.00%,Attention
MM0279,66.67%,Attention
MM0280,100.00%,Reward
MM0281,100.00%,Reward
MM0282,100.00%,Reward
MM0283,100.00%,Reward
MM0284,100.00%,Reward
MM0285,100.00%,Reward
MM0286,100.00%,Reward
MM0287,100.00%,Reward
MM0288,80.00%,Reward
MM0289,25.00%,Attention
MM0292,100.00%,Reward
MM0293,33.33%,Attention
MM0296,100.00%,Reward
MM0297,100.00%,Reward
MM0299,100.00%,Reward
MM0300,100.00%,Reward
MM0301,100.00%,Reward
MM0302,60.00%,Attention
MM0303,100.00%,Reward
MM0304,100.00%,Reward
MM0305,0.00%,Attention
MM0307,0.00%,Attention
MM0308,100.00%,Reward
MM0310,100.00%,Reward
MM0311,100.00%,Reward
MM0312,100.00%,Reward
MM0314,50.00%,Attention
MM0315,0.00%,Attention
MM0316,100.00%,Reward
MM0317,25.00%,Attention
MM0319,100.00%,Reward
MM0320,100.00%,Reward
MM0321,0.00%,Attention
MM0322,100.00%,Reward
MM0323,100.00%,Reward
MM0326,100.00%,Reward
MM0328,100.00%,Reward
MM0331,100.00%,Reward
MM0335,100.00%,Reward
MM0336,100.00%,Reward
MM0900,100.00%,Reward
NA0001,66.67%,Attention
NA0002,66.67%,Attention
NA0003,55.56%,Attention
NA0004,38.46%,Attention
NA0005,85.71%,Reward
NA0006,66.67%,Attention
NA0007,100.00%,Reward
NA0008,100.00%,Reward
NA0009,66.67%,Attention
NA0010,77.78%,Normal
NA0011,78.57%,Reward
NA0012,61.54%,Attention
NA0013,100.00%,Reward
NA0014,66.67%,Attention
NA0015,75.00%,Attention
NA0016,83.33%,Reward
NA0017,100.00%,Reward
NA0018,100.00%,Reward
NA0019,60.00%,Attention
NA0020,66.67%,Attention
NA0021,100.00%,Reward
NA0022,100.00%,Reward
NA0023,81.82%,Reward
NA0024,100.00%,Reward
NA0025,100.00%,Reward
NA0026,75.00%,Attention
NA0027,62.50%,Attention
NA0028,76.47%,Attention
NA0029,50.00%,Attention
NA0030,71.43%,Attention
NA0031,100.00%,Reward
NA0032,83.33%,Reward
NA0033,92.31%,Reward
NA0034,83.33%,Reward
NA0035,81.82%,Reward
NA0036,100.00%,Reward
NA0037,100.00%,Reward
NA0038,88.89%,Reward
NA0039,100.00%,Reward
NA0040,100.00%,Reward
NA0041,75.00%,Attention
NA0042,85.71%,Reward
NA0043,100.00%,Reward
NA0044,100.00%,Reward
NA0045,75.00%,Attention
NA0046,71.43%,Attention
NA0047,66.67%,Attention
NA0048,50.00%,Attention
NA0049,66.67%,Attention
NA0050,100.00%,Reward
NA0051,100.00%,Reward
NA0052,83.33%,Reward
NA0053,100.00%,Reward
NA0054,100.00%,Reward
NA0055,90.91%,Reward
NA0056,100.00%,Reward
NA0057,75.00%,Attention
NA0058,75.00%,Attention
NA0059,100.00%,Reward
NA0060,88.89%,Reward
NA0061,100.00%,Reward
NA0062,100.00%,Reward
NA0063,100.00%,Reward
NA0064,77.78%,Normal
NA0066,85.71%,Reward
NA0067,75.00%,Attention
NA0068,100.00%,Reward
NA0069,100.00%,Reward
NA0070,50.00%,Attention
NA0072,66.67%,Attention
NA0073,75.00%,Attention
NA0074,100.00%,Reward
NA0075,83.33%,Reward
NA0076,90.91%,Reward
NA0077,100.00%,Reward
NA0078,100.00%,Reward
NA0079,100.00%,Reward
NA0080,100.00%,Reward
NA0081,100.00%,Reward
NA0082,80.00%,Reward
NA0083,100.00%,Reward
NA0084,100.00%,Reward
NA0085,50.00%,Attention
NA0086,83.33%,Reward
NA0087,100.00%,Reward
NA0088,100.00%,Reward
NA0089,0.00%,Attention
NA0090,100.00%,Reward
NA0091,71.43%,Attention
NA0093,55.56%,Attention
NA0094,100.00%,Reward
NA0095,83.33%,Reward
NA0096,100.00%,Reward
NA0097,100.00%,Reward
NA0098,75.00%,Attention
NA0099,100.00%,Reward
NA0100,57.14%,Attention
NA0101,100.00%,Reward
NA0102,70.00%,Attention
NA0103,100.00%,Reward
NA0104,100.00%,Reward
NA0105,71.43%,Attention
NA0106,100.00%,Reward
NA0107,85.71%,Reward
NA0108,100.00%,Reward
NA0109,100.00%,Reward
NA0110,100.00%,Reward
NA0111,100.00%,Reward
NA0112,100.00%,Reward
NA0113,100.00%,Reward
NA0114,100.00%,Reward
NA0115,70.00%,Attention
NA0116,100.00%,Reward
NA0118,100.00%,Reward
NA0119,100.00%,Reward
NA0120,100.00%,Reward
NA0121,83.33%,Reward
NA0122,75.00%,Attention
NA0123,60.00%,Attention
NA0124,100.00%,Reward
NA0125,100.00%,Reward
NA0126,40.00%,Attention
NA0127,100.00%,Reward
NA0128,75.00%,Attention
NA0129,50.00%,Attention
NA0130,100.00%,Reward
NA0131,0.00%,Attention
NA0132,33.33%,Attention
NA0133,83.33%,Reward
NA0134,50.00%,Attention
NA0135,75.00%,Attention
NA0136,100.00%,Reward
NA0137,75.00%,Attention
NA0138,85.71%,Reward
NA0139,100.00%,Reward
NA0140,100.00%,Reward
NA0142,100.00%,Reward
NA0143,100.00%,Reward
NA0144,100.00%,Reward
NA0145,100.00%,Reward
NA0146,66.67%,Attention
NA0147,100.00%,Reward
NA0148,100.00%,Reward
NA0149,100.00%,Reward
NA0150,100.00%,Reward
NA0151,100.00%,Reward
NA0153,85.71%,Reward
NA0154,100.00%,Reward
NA0156,100.00%,Reward
NA0157,100.00%,Reward
NA0158,100.00%,Reward
NA0159,0.00%,Attention
NA0160,50.00%,Attention
NA0162,100.00%,Reward
NA0163,50.00%,Attention
NA0165,100.00%,Reward
NA0166,87.50%,Reward
NA0167,50.00%,Attention
NA0168,100.00%,Reward
NA0169,50.00%,Attention
NA0170,100.00%,Reward
NA0171,80.00%,Reward
NA0172,87.50%,Reward
NA0173,100.00%,Reward
NA0174,100.00%,Reward
NA0175,100.00%,Reward
NA0176,100.00%,Reward
NA0177,100.00%,Reward
NA0178,100.00%,Reward
NA0179,50.00%,Attention
NA0181,100.00%,Reward
NA0182,100.00%,Reward
NA0184,100.00%,Reward
NA0185,100.00%,Reward
NA0187,40.00%,Attention
NA0189,66.67%,Attention
NA0191,100.00%,Reward
NA0192,100.00%,Reward
NA0193,100.00%,Reward
NA0194,100.00%,Reward
NA0195,100.00%,Reward
NA0196,100.00%,Reward
NA0198,100.00%,Reward
NA0199,0.00%,Attention
NA0200,100.00%,Reward
NA0201,100.00%,Reward
NA0202,100.00%,Reward
NA0203,100.00%,Reward
NA0205,25.00%,Attention
NA0206,100.00%,Reward
NA0208,100.00%,Reward
NA0209,100.00%,Reward
NA0210,100.00%,Reward
NA0211,100.00%,Reward
NA0212,75.00%,Attention
NA0213,83.33%,Reward
NA0214,100.00%,Reward
NA0215,0.00%,Attention
NA0216,100.00%,Reward
NA0217,100.00%,Reward
NA0218,100.00%,Reward
NA0219,100.00%,Reward
NA0220,100.00%,Reward
NA0221,100.00%,Reward
NA0222,100.00%,Reward
NA0223,100.00%,Reward
NA0224,50.00%,Attention
NA0225,100.00%,Reward
NA0226,50.00%,Attention
NA0228,100.00%,Reward
NA0231,100.00%,Reward
NA0233,50.00%,Attention
NA0234,100.00%,Reward
NA0235,100.00%,Reward
NA0236,100.00%,Reward
NA0237,80.00%,Reward
NA0238,100.00%,Reward
NA0240,80.00%,Reward
NA0243,100.00%,Reward
NA0244,50.00%,Attention
NA0245,100.00%,Reward
NA0246,100.00%,Reward
NA0248,100.00%,Reward
NA0249,100.00%,Reward
NA0250,100.00%,Reward
NA0251,100.00%,Reward
NA0253,100.00%,Reward
NA0257,100.00%,Reward
NA0258,100.00%,Reward
NA0259,100.00%,Reward
NA0261,100.00%,Reward
NA0262,100.00%,Reward
