SCHOOL_CODE,Pass_Percentage,Result
OO0234,50.00%,Attention
OO0235,100.00%,Reward
OO0236,100.00%,Reward
OO0237,0.00%,Attention
OO0239,20.00%,Attention
OO0240,100.00%,Reward
OO0241,100.00%,Reward
OO0242,0.00%,Attention
OO0243,33.33%,Attention
OO0244,0.00%,Attention
OO0245,0.00%,Attention
OO0246,66.67%,Attention
OO0249,66.67%,Attention
OO0252,100.00%,Reward
OO0255,80.00%,Reward
OO0256,0.00%,Attention
OO0257,100.00%,Reward
OO0259,100.00%,Reward
OO0260,80.00%,Reward
OO0261,100.00%,Reward
OO0262,100.00%,Reward
OO0263,100.00%,Reward
OO0264,80.00%,Reward
OO0265,75.00%,Attention
OO0266,100.00%,Reward
OO0267,71.43%,Attention
OO0268,66.67%,Attention
OO0269,100.00%,Reward
OO0270,100.00%,Reward
OO0271,100.00%,Reward
OO0272,66.67%,Attention
OO0273,100.00%,Reward
OO0274,50.00%,Attention
OO0275,83.33%,Reward
OO0276,0.00%,Attention
OO0277,25.00%,Attention
OO0278,33.33%,Attention
OO0279,50.00%,Attention
OO0280,100.00%,Reward
OO0282,100.00%,Reward
OO0283,100.00%,Reward
OO0284,37.50%,Attention
OO0286,100.00%,Reward
OO0287,100.00%,Reward
OO0288,50.00%,Attention
OO0289,100.00%,Reward
OO0290,100.00%,Reward
OO0291,100.00%,Reward
OO0292,100.00%,Reward
OO0293,100.00%,Reward
OO0294,50.00%,Attention
OO0295,0.00%,Attention
OO0296,40.00%,Attention
OO0297,100.00%,Reward
OO0298,100.00%,Reward
OO0299,60.00%,Attention
OO0300,100.00%,Reward
OO0301,100.00%,Reward
OO0302,100.00%,Reward
OO0305,100.00%,Reward
OO0306,0.00%,Attention
OO0308,75.00%,Attention
OO0309,33.33%,Attention
OO0311,50.00%,Attention
OO0312,100.00%,Reward
OO0313,33.33%,Attention
OO0314,66.67%,Attention
OO0316,100.00%,Reward
OO0318,100.00%,Reward
OO0320,25.00%,Attention
OO0321,100.00%,Reward
OO0322,100.00%,Reward
OO0323,66.67%,Attention
OO0325,100.00%,Reward
OO0326,100.00%,Reward
OO0327,100.00%,Reward
OO0328,100.00%,Reward
OO0329,100.00%,Reward
OO0330,0.00%,Attention
OO0331,75.00%,Attention
OO0332,100.00%,Reward
OO0333,100.00%,Reward
OO0334,100.00%,Reward
OO0336,100.00%,Reward
OO0337,100.00%,Reward
OO0340,100.00%,Reward
OO0341,100.00%,Reward
OO0342,100.00%,Reward
OO0343,50.00%,Attention
OO0344,0.00%,Attention
OO0345,100.00%,Reward
OO0346,0.00%,Attention
OO0347,80.00%,Reward
OO0348,50.00%,Attention
OO0351,0.00%,Attention
OO0352,100.00%,Reward
OO0353,100.00%,Reward
OO0354,0.00%,Attention
OO0355,100.00%,Reward
OO0356,25.00%,Attention
OO0357,100.00%,Reward
OO0358,100.00%,Reward
OO0359,100.00%,Reward
OO0360,100.00%,Reward
OO0363,100.00%,Reward
OO0364,66.67%,Attention
OO0365,100.00%,Reward
OO0366,100.00%,Reward
OO0367,100.00%,Reward
OO0368,100.00%,Reward
OO0370,100.00%,Reward
OO0372,0.00%,Attention
OO0375,100.00%,Reward
OO0378,100.00%,Reward
OO0379,0.00%,Attention
OO0380,100.00%,Reward
OO0381,100.00%,Reward
OO0383,100.00%,Reward
OO0384,0.00%,Attention
OO0385,50.00%,Attention
OO0388,100.00%,Reward
OO0389,66.67%,Attention
OO0390,0.00%,Attention
OO0391,0.00%,Attention
OO0392,100.00%,Reward
OO0393,0.00%,Attention
OO0394,100.00%,Reward
OO0395,33.33%,Attention
OO0396,100.00%,Reward
OO0398,100.00%,Reward
OO0401,100.00%,Reward
OO0402,100.00%,Reward
OO0403,0.00%,Attention
OO0404,100.00%,Reward
OO0405,100.00%,Reward
OO0407,100.00%,Reward
OO0408,100.00%,Reward
OO0409,0.00%,Attention
OO0411,100.00%,Reward
OO0413,100.00%,Reward
PA0001,75.00%,Attention
PA0002,87.50%,Reward
PA0003,100.00%,Reward
PA0004,83.33%,Reward
PA0005,100.00%,Reward
PA0006,80.00%,Reward
PA0007,85.71%,Reward
PA0008,100.00%,Reward
PA0009,100.00%,Reward
PA0010,100.00%,Reward
PA0011,100.00%,Reward
PA0012,50.00%,Attention
PA0013,100.00%,Reward
PA0014,100.00%,Reward
PA0015,100.00%,Reward
PA0016,50.00%,Attention
PA0017,100.00%,Reward
PA0018,100.00%,Reward
PA0019,87.50%,Reward
PA0020,100.00%,Reward
PA0021,100.00%,Reward
PA0022,100.00%,Reward
PA0023,100.00%,Reward
PA0024,83.33%,Reward
PA0025,100.00%,Reward
PA0026,75.00%,Attention
PA0027,100.00%,Reward
PA0028,100.00%,Reward
PA0029,50.00%,Attention
PA0031,100.00%,Reward
PA0033,100.00%,Reward
PA0034,100.00%,Reward
PA0035,100.00%,Reward
PA0036,0.00%,Attention
PA0037,100.00%,Reward
PA0038,100.00%,Reward
PA0039,100.00%,Reward
PA0040,100.00%,Reward
PA0041,100.00%,Reward
PA0042,100.00%,Reward
PA0043,100.00%,Reward
PA0045,50.00%,Attention
PA0046,100.00%,Reward
PA0047,100.00%,Reward
PA0048,100.00%,Reward
PA0049,100.00%,Reward
PA0051,0.00%,Attention
PA0052,100.00%,Reward
PA0053,80.00%,Reward
PA0054,33.33%,Attention
PA0055,50.00%,Attention
PA0056,66.67%,Attention
PA0057,100.00%,Reward
PA0058,100.00%,Reward
PA0059,100.00%,Reward
PA0060,100.00%,Reward
PA0061,0.00%,Attention
PA0062,100.00%,Reward
PA0063,100.00%,Reward
PA0064,100.00%,Reward
PA0065,100.00%,Reward
PA0066,100.00%,Reward
PA0067,100.00%,Reward
PA0068,100.00%,Reward
PA0069,100.00%,Reward
PA0070,100.00%,Reward
PA0072,100.00%,Reward
PA0073,75.00%,Attention
PA0074,100.00%,Reward
PA0076,100.00%,Reward
PA0078,100.00%,Reward
PA0080,100.00%,Reward
PA0081,100.00%,Reward
PA0082,100.00%,Reward
PA0083,100.00%,Reward
PA0085,100.00%,Reward
PA0086,100.00%,Reward
PA0088,100.00%,Reward
PA0089,100.00%,Reward
PA0091,100.00%,Reward
PA0093,100.00%,Reward
PA0094,100.00%,Reward
PA0095,100.00%,Reward
PA0096,100.00%,Reward
PA0097,100.00%,Reward
PA0098,100.00%,Reward
PA0099,75.00%,Attention
PA0100,100.00%,Reward
PA0101,100.00%,Reward
PA0104,66.67%,Attention
PA0105,70.00%,Attention
PA0107,100.00%,Reward
PA0108,100.00%,Reward
PA0110,100.00%,Reward
PA0112,100.00%,Reward
PA0113,100.00%,Reward
PA0114,100.00%,Reward
PA0116,100.00%,Reward
PA0117,100.00%,Reward
PA0118,0.00%,Attention
PA0120,100.00%,Reward
PA0121,100.00%,Reward
PA0122,100.00%,Reward
PA0123,100.00%,Reward
PA0124,0.00%,Attention
PA0126,100.00%,Reward
PA0127,100.00%,Reward
PA0128,100.00%,Reward
PA0129,66.67%,Attention
PA0131,50.00%,Attention
PA0132,100.00%,Reward
PA0133,100.00%,Reward
PA0136,100.00%,Reward
PA0137,100.00%,Reward
PA0138,100.00%,Reward
PA0140,100.00%,Reward
PA0141,100.00%,Reward
PA0142,100.00%,Reward
PA0143,100.00%,Reward
PA0144,100.00%,Reward
PA0145,100.00%,Reward
PA0146,100.00%,Reward
PA0147,100.00%,Reward
PA0148,100.00%,Reward
PA0149,100.00%,Reward
PA0151,100.00%,Reward
PA0152,50.00%,Attention
PA0153,50.00%,Attention
PA0156,100.00%,Reward
PA0159,100.00%,Reward
PP0001,100.00%,Reward
PP0002,85.71%,Reward
PP0003,100.00%,Reward
PP0004,66.67%,Attention
PP0005,100.00%,Reward
PP0006,100.00%,Reward
PP0008,100.00%,Reward
PP0009,100.00%,Reward
PP0010,100.00%,Reward
PP0011,100.00%,Reward
PP0013,100.00%,Reward
PP0014,50.00%,Attention
PP0017,100.00%,Reward
PP0019,100.00%,Reward
PP0020,100.00%,Reward
PP0021,50.00%,Attention
PP0022,100.00%,Reward
PP0024,100.00%,Reward
PP0025,100.00%,Reward
PP0026,100.00%,Reward
PP0027,83.33%,Reward
PP0028,64.71%,Attention
PP0029,90.00%,Reward
PP0030,81.82%,Reward
PP0031,100.00%,Reward
PP0032,85.71%,Reward
PP0033,0.00%,Attention
PP0034,100.00%,Reward
PP0035,0.00%,Attention
PP0036,100.00%,Reward
PP0038,50.00%,Attention
PP0039,100.00%,Reward
PP0040,100.00%,Reward
PP0041,100.00%,Reward
PP0042,100.00%,Reward
PP0044,100.00%,Reward
PP0045,40.00%,Attention
PP0046,100.00%,Reward
PP0047,100.00%,Reward
PP0048,100.00%,Reward
PP0049,0.00%,Attention
PP0050,100.00%,Reward
PP0052,50.00%,Attention
PP0054,100.00%,Reward
PP0055,100.00%,Reward
PP0056,80.00%,Reward
PP0057,100.00%,Reward
PP0058,100.00%,Reward
PP0059,75.00%,Attention
PP0060,100.00%,Reward
PP0061,66.67%,Attention
PP0062,40.00%,Attention
PP0063,100.00%,Reward
PP0064,100.00%,Reward
PP0065,87.50%,Reward
PP0066,100.00%,Reward
PP0069,100.00%,Reward
PP0070,100.00%,Reward
PP0071,100.00%,Reward
PP0073,75.00%,Attention
PP0074,100.00%,Reward
PP0075,100.00%,Reward
PP0076,100.00%,Reward
PP0077,50.00%,Attention
PP0078,100.00%,Reward
PP0079,100.00%,Reward
PP0080,100.00%,Reward
PP0082,0.00%,Attention
PP0083,100.00%,Reward
PP0084,100.00%,Reward
PP0085,100.00%,Reward
PP0086,100.00%,Reward
PP0087,0.00%,Attention
PP0088,14.29%,Attention
PP0089,100.00%,Reward
PP0090,100.00%,Reward
PP0091,66.67%,Attention
PP0092,100.00%,Reward
PP0093,100.00%,Reward
PP0094,100.00%,Reward
PP0095,33.33%,Attention
PP0096,100.00%,Reward
PP0097,54.55%,Attention
PP0099,100.00%,Reward
PP0100,100.00%,Reward
PP0101,50.00%,Attention
PP0102,100.00%,Reward
PP0103,83.33%,Reward
PP0104,50.00%,Attention
PP0105,100.00%,Reward
PP0106,100.00%,Reward
PP0107,100.00%,Reward
PP0108,100.00%,Reward
PP0109,100.00%,Reward
PP0110,66.67%,Attention
PP0111,33.33%,Attention
PP0112,100.00%,Reward
PP0113,100.00%,Reward
PP0115,100.00%,Reward
PP0116,100.00%,Reward
PP0118,100.00%,Reward
PP0120,100.00%,Reward
PP0121,100.00%,Reward
PP0124,100.00%,Reward
PP0125,0.00%,Attention
PP0126,100.00%,Reward
PP0127,100.00%,Reward
PP0128,80.00%,Reward
PP0129,100.00%,Reward
PP0132,80.00%,Reward
PP0133,100.00%,Reward
PP0134,50.00%,Attention
PP0135,66.67%,Attention
PP0136,40.00%,Attention
PP0137,100.00%,Reward
PP0139,66.67%,Attention
PP0140,62.50%,Attention
PP0141,100.00%,Reward
PP0142,50.00%,Attention
PP0143,66.67%,Attention
PP0144,100.00%,Reward
PP0145,83.33%,Reward
PP0147,100.00%,Reward
PP0148,50.00%,Attention
PP0149,50.00%,Attention
PP0150,100.00%,Reward
PP0151,100.00%,Reward
PP0152,80.00%,Reward
PP0153,100.00%,Reward
PP0156,100.00%,Reward
PP0157,100.00%,Reward
PP0158,100.00%,Reward
PP0160,100.00%,Reward
PP0162,100.00%,Reward
PP0163,100.00%,Reward
PP0165,100.00%,Reward
PP0166,100.00%,Reward
PP0167,100.00%,Reward
PP0169,100.00%,Reward
QA0001,66.67%,Attention
QA0002,33.33%,Attention
QA0003,16.67%,Attention
QA0004,60.00%,Attention
QA0005,45.45%,Attention
QA0006,83.33%,Reward
QA0007,33.33%,Attention
QA0008,66.67%,Attention
QA0009,100.00%,Reward
QA0010,77.78%,Normal
QA0011,0.00%,Attention
QA0012,100.00%,Reward
QA0013,100.00%,Reward
QA0014,20.00%,Attention
QA0015,50.00%,Attention
QA0016,100.00%,Reward
QA0017,100.00%,Reward
QA0018,87.50%,Reward
QA0019,100.00%,Reward
QA0020,0.00%,Attention
QA0022,0.00%,Attention
QA0023,83.33%,Reward
QA0024,62.50%,Attention
QA0025,71.43%,Attention
QA0026,40.00%,Attention
QA0027,85.71%,Reward
QA0028,71.43%,Attention
QA0029,100.00%,Reward
QA0030,33.33%,Attention
QA0031,75.00%,Attention
QA0032,40.00%,Attention
QA0033,66.67%,Attention
QA0034,100.00%,Reward
QA0035,100.00%,Reward
QA0036,100.00%,Reward
QA0037,78.57%,Reward
QA0038,0.00%,Attention
QA0039,100.00%,Reward
QA0040,100.00%,Reward
QA0041,100.00%,Reward
QA0042,66.67%,Attention
QA0043,33.33%,Attention
QA0044,60.00%,Attention
QA0045,60.00%,Attention
QA0046,50.00%,Attention
QA0047,66.67%,Attention
QA0048,70.00%,Attention
QA0049,100.00%,Reward
QA0050,50.00%,Attention
QA0052,0.00%,Attention
QA0053,0.00%,Attention
QA0054,100.00%,Reward
QA0056,100.00%,Reward
QA0057,100.00%,Reward
QA0058,100.00%,Reward
QA0059,75.00%,Attention
QA0060,100.00%,Reward
QA0061,100.00%,Reward
QA0062,0.00%,Attention
QA0063,75.00%,Attention
QA0064,100.00%,Reward
QA0065,100.00%,Reward
QA0066,100.00%,Reward
QA0068,66.67%,Attention
QA0069,100.00%,Reward
QA0070,0.00%,Attention
QA0071,75.00%,Attention
QA0072,100.00%,Reward
QA0073,100.00%,Reward
QA0074,100.00%,Reward
QA0075,100.00%,Reward
QA0076,100.00%,Reward
QA0078,100.00%,Reward
QA0079,100.00%,Reward
QA0080,0.00%,Attention
QA0081,0.00%,Attention
QA0083,50.00%,Attention
QA0084,0.00%,Attention
QA0085,100.00%,Reward
QA0086,100.00%,Reward
QA0087,100.00%,Reward
QA0088,100.00%,Reward
QA0089,100.00%,Reward
QA0091,66.67%,Attention
QA0092,50.00%,Attention
QA0094,100.00%,Reward
QA0095,100.00%,Reward
QA0097,0.00%,Attention
QA0099,0.00%,Attention
QA0100,0.00%,Attention
QA0101,100.00%,Reward
QA0102,100.00%,Reward
QA0103,75.00%,Attention
QA0104,0.00%,Attention
QA0105,66.67%,Attention
QA0106,0.00%,Attention
QA0108,100.00%,Reward
QA0111,66.67%,Attention
QA0112,0.00%,Attention
QA0114,100.00%,Reward
QA0115,100.00%,Reward
QA0119,50.00%,Attention
QA0120,100.00%,Reward
QA0122,100.00%,Reward
QA0124,0.00%,Attention
QA0125,100.00%,Reward
QA0127,100.00%,Reward
QA0128,100.00%,Reward
QA0129,0.00%,Attention
QA0130,100.00%,Reward
QA0131,66.67%,Attention
QA0132,0.00%,Attention
QA0133,100.00%,Reward
QA0134,80.00%,Reward
QA0136,100.00%,Reward
QA0143,0.00%,Attention
QA0144,0.00%,Attention
QA0145,33.33%,Attention
QA0146,100.00%,Reward
QA0147,100.00%,Reward
QA0148,100.00%,Reward
QA0149,0.00%,Attention
QA0150,100.00%,Reward
QA0152,100.00%,Reward
QA0153,100.00%,Reward
QA0154,100.00%,Reward
QA0155,100.00%,Reward
QA0156,100.00%,Reward
QA0157,0.00%,Attention
QA0159,100.00%,Reward
QA0162,0.00%,Attention
QA0164,100.00%,Reward
QA0165,100.00%,Reward
QA0166,100.00%,Reward
QA0167,100.00%,Reward
QA0169,0.00%,Attention
QA0170,100.00%,Reward
QQ0001,50.00%,Attention
QQ0002,25.00%,Attention
QQ0003,66.67%,Attention
QQ0004,100.00%,Reward
QQ0006,80.00%,Reward
QQ0007,28.57%,Attention
QQ0008,50.00%,Attention
QQ0009,29.41%,Attention
QQ0010,60.00%,Attention
QQ0011,44.44%,Attention
QQ0012,100.00%,Reward
QQ0013,52.94%,Attention
QQ0014,100.00%,Reward
QQ0015,71.43%,Attention
QQ0016,75.00%,Attention
QQ0017,63.64%,Attention
QQ0018,77.78%,Normal
QQ0019,66.67%,Attention
QQ0020,100.00%,Reward
QQ0021,100.00%,Reward
QQ0022,53.33%,Attention
QQ0023,50.00%,Attention
QQ0024,50.00%,Attention
QQ0025,100.00%,Reward
QQ0026,42.86%,Attention
QQ0027,100.00%,Reward
QQ0028,100.00%,Reward
QQ0029,50.00%,Attention
QQ0030,55.56%,Attention
QQ0031,0.00%,Attention
QQ0032,60.00%,Attention
QQ0033,80.00%,Reward
QQ0034,100.00%,Reward
QQ0035,75.00%,Attention
QQ0036,100.00%,Reward
QQ0037,100.00%,Reward
QQ0038,100.00%,Reward
QQ0039,40.00%,Attention
QQ0040,50.00%,Attention
QQ0041,0.00%,Attention
QQ0042,66.67%,Attention
QQ0043,100.00%,Reward
QQ0044,100.00%,Reward
QQ0045,66.67%,Attention
QQ0046,50.00%,Attention
QQ0047,50.00%,Attention
QQ0048,100.00%,Reward
QQ0049,100.00%,Reward
QQ0050,60.00%,Attention
QQ0051,66.67%,Attention
QQ0052,75.00%,Attention
QQ0053,14.29%,Attention
QQ0054,66.67%,Attention
QQ0055,77.78%,Normal
QQ0056,60.00%,Attention
QQ0057,85.71%,Reward
QQ0058,0.00%,Attention
QQ0059,50.00%,Attention
QQ0060,50.00%,Attention
QQ0061,50.00%,Attention
QQ0062,83.33%,Reward
QQ0063,25.00%,Attention
QQ0064,100.00%,Reward
QQ0065,66.67%,Attention
QQ0066,33.33%,Attention
QQ0067,66.67%,Attention
QQ0068,66.67%,Attention
QQ0069,50.00%,Attention
QQ0070,100.00%,Reward
QQ0071,40.00%,Attention
QQ0072,0.00%,Attention
QQ0073,33.33%,Attention
QQ0074,100.00%,Reward
QQ0075,100.00%,Reward
QQ0076,100.00%,Reward
QQ0077,87.50%,Reward
QQ0078,50.00%,Attention
QQ0079,100.00%,Reward
QQ0080,50.00%,Attention
QQ0081,100.00%,Reward
QQ0082,100.00%,Reward
QQ0083,100.00%,Reward
QQ0084,100.00%,Reward
QQ0085,75.00%,Attention
QQ0086,50.00%,Attention
QQ0087,0.00%,Attention
QQ0088,100.00%,Reward
QQ0089,57.14%,Attention
QQ0090,100.00%,Reward
QQ0091,60.00%,Attention
QQ0093,85.71%,Reward
QQ0094,75.00%,Attention
QQ0095,66.67%,Attention
QQ0096,100.00%,Reward
QQ0097,66.67%,Attention
QQ0098,20.00%,Attention
QQ0099,100.00%,Reward
QQ0100,0.00%,Attention
QQ0101,0.00%,Attention
QQ0102,50.00%,Attention
QQ0104,100.00%,Reward
QQ0105,100.00%,Reward
QQ0106,50.00%,Attention
QQ0107,100.00%,Reward
QQ0108,100.00%,Reward
QQ0109,50.00%,Attention
QQ0110,50.00%,Attention
QQ0111,83.33%,Reward
QQ0112,100.00%,Reward
QQ0113,0.00%,Attention
QQ0115,66.67%,Attention
QQ0116,0.00%,Attention
QQ0117,75.00%,Attention
QQ0118,66.67%,Attention
QQ0119,33.33%,Attention
QQ0120,100.00%,Reward
QQ0121,80.00%,Reward
QQ0122,100.00%,Reward
QQ0123,100.00%,Reward
QQ0124,33.33%,Attention
QQ0125,50.00%,Attention
QQ0126,100.00%,Reward
QQ0127,50.00%,Attention
QQ0128,33.33%,Attention
QQ0129,100.00%,Reward
QQ0131,66.67%,Attention
QQ0132,50.00%,Attention
QQ0133,100.00%,Reward
QQ0134,50.00%,Attention
QQ0135,100.00%,Reward
QQ0136,42.86%,Attention
QQ0137,100.00%,Reward
QQ0138,25.00%,Attention
QQ0139,50.00%,Attention
QQ0140,100.00%,Reward
QQ0141,60.00%,Attention
QQ0142,0.00%,Attention
QQ0144,100.00%,Reward
QQ0145,33.33%,Attention
QQ0146,75.00%,Attention
QQ0147,0.00%,Attention
QQ0148,33.33%,Attention
QQ0150,0.00%,Attention
QQ0151,28.57%,Attention
QQ0152,75.00%,Attention
QQ0153,100.00%,Reward
QQ0154,50.00%,Attention
QQ0155,75.00%,Attention
QQ0157,100.00%,Reward
QQ0158,50.00%,Attention
QQ0159,100.00%,Reward
QQ0160,0.00%,Attention
QQ0161,0.00%,Attention
QQ0162,0.00%,Attention
QQ0163,75.00%,Attention
QQ0164,100.00%,Reward
QQ0165,100.00%,Reward
QQ0166,0.00%,Attention
QQ0167,100.00%,Reward
QQ0169,100.00%,Reward
QQ0170,50.00%,Attention
QQ0171,100.00%,Reward
QQ0173,100.00%,Reward
QQ0174,50.00%,Attention
QQ0175,33.33%,Attention
QQ0176,100.00%,Reward
QQ0177,100.00%,Reward
QQ0179,0.00%,Attention
QQ0181,50.00%,Attention
QQ0182,100.00%,Reward
QQ0184,33.33%,Attention
QQ0185,100.00%,Reward
QQ0186,100.00%,Reward
QQ0187,100.00%,Reward
QQ0188,20.00%,Attention
QQ0189,100.00%,Reward
QQ0190,100.00%,Reward
QQ0191,100.00%,Reward
QQ0192,50.00%,Attention
QQ0193,75.00%,Attention
QQ0194,100.00%,Reward
QQ0195,50.00%,Attention
QQ0197,80.00%,Reward
QQ0198,50.00%,Attention
QQ0199,100.00%,Reward
QQ0200,50.00%,Attention
QQ0201,100.00%,Reward
QQ0202,100.00%,Reward
QQ0204,0.00%,Attention
QQ0205,100.00%,Reward
QQ0206,100.00%,Reward
QQ0207,50.00%,Attention
QQ0208,100.00%,Reward
QQ0209,100.00%,Reward
QQ0210,83.33%,Reward
QQ0215,100.00%,Reward
QQ0216,100.00%,Reward
QQ0217,85.71%,Reward
QQ0218,0.00%,Attention
QQ0219,66.67%,Attention
QQ0221,66.67%,Attention
QQ0224,100.00%,Reward
QQ0225,100.00%,Reward
QQ0226,0.00%,Attention
QQ0227,0.00%,Attention
QQ0228,100.00%,Reward
QQ0229,0.00%,Attention
QQ0230,83.33%,Reward
QQ0231,50.00%,Attention
QQ0234,100.00%,Reward
QQ0235,75.00%,Attention
QQ0236,100.00%,Reward
QQ0237,100.00%,Reward
QQ0241,100.00%,Reward
QQ0242,80.00%,Reward
QQ0243,0.00%,Attention
QQ0244,66.67%,Attention
QQ0246,0.00%,Attention
QQ0247,50.00%,Attention
QQ0248,100.00%,Reward
QQ0252,0.00%,Attention
QQ0253,0.00%,Attention
QQ0254,100.00%,Reward
QQ0257,100.00%,Reward
QQ0258,0.00%,Attention
QQ0259,77.78%,Normal
QQ0260,0.00%,Attention
QQ0262,0.00%,Attention
QQ0263,50.00%,Attention
QQ0265,75.00%,Attention
QQ0266,100.00%,Reward
QQ0267,50.00%,Attention
QQ0268,100.00%,Reward
QQ0269,100.00%,Reward
QQ0270,100.00%,Reward
QQ0271,100.00%,Reward
QQ0272,100.00%,Reward
QQ0273,100.00%,Reward
QQ0274,100.00%,Reward
QQ0275,50.00%,Attention
QQ0277,50.00%,Attention
QQ0278,100.00%,Reward
QQ0279,66.67%,Attention
QQ0281,25.00%,Attention
QQ0282,66.67%,Attention
QQ0283,100.00%,Reward
QQ0284,100.00%,Reward
QQ0286,100.00%,Reward
QQ0287,50.00%,Attention
QQ0288,50.00%,Attention
QQ0289,0.00%,Attention
QQ0290,16.67%,Attention
QQ0291,100.00%,Reward
QQ0293,33.33%,Attention
QQ0294,100.00%,Reward
QQ0298,100.00%,Reward
QQ0299,100.00%,Reward
QQ0301,0.00%,Attention
QQ0302,100.00%,Reward
QQ0303,100.00%,Reward
QQ0304,0.00%,Attention
QQ0305,0.00%,Attention
QQ0306,75.00%,Attention
QQ0307,50.00%,Attention
QQ0310,100.00%,Reward
QQ0311,100.00%,Reward
QQ0312,100.00%,Reward
QQ0313,0.00%,Attention
QQ0314,33.33%,Attention
QQ0315,14.29%,Attention
QQ0316,100.00%,Reward
QQ0317,66.67%,Attention
QQ0319,100.00%,Reward
QQ0320,75.00%,Attention
QQ0322,37.50%,Attention
QQ0323,33.33%,Attention
QQ0324,66.67%,Attention
QQ0325,100.00%,Reward
QQ0326,33.33%,Attention
QQ0327,33.33%,Attention
QQ0328,50.00%,Attention
QQ0329,80.00%,Reward
QQ0331,100.00%,Reward
QQ0332,66.67%,Attention
QQ0333,33.33%,Attention
QQ0335,100.00%,Reward
QQ0336,100.00%,Reward
QQ0338,100.00%,Reward
QQ0339,100.00%,Reward
QQ0340,100.00%,Reward
QQ0341,100.00%,Reward
QQ0342,100.00%,Reward
QQ0343,100.00%,Reward
QQ0345,100.00%,Reward
QQ0346,100.00%,Reward
QQ0347,100.00%,Reward
QQ0348,80.00%,Reward
QQ0349,0.00%,Attention
QQ0350,100.00%,Reward
QQ0351,0.00%,Attention
QQ0352,100.00%,Reward
QQ0354,100.00%,Reward
QQ0355,100.00%,Reward
QQ0357,100.00%,Reward
QQ0358,100.00%,Reward
QQ0359,100.00%,Reward
QQ0360,100.00%,Reward
QQ0361,100.00%,Reward
QQ0363,50.00%,Attention
QQ0364,33.33%,Attention
QQ0365,100.00%,Reward
QQ0366,100.00%,Reward
QQ0369,66.67%,Attention
QQ0370,50.00%,Attention
QQ0371,100.00%,Reward
QQ0372,80.00%,Reward
QQ0373,25.00%,Attention
QQ0374,50.00%,Attention
QQ0376,100.00%,Reward
QQ0377,0.00%,Attention
QQ0378,100.00%,Reward
QQ0379,100.00%,Reward
QQ0380,100.00%,Reward
QQ0382,0.00%,Attention
QQ0383,0.00%,Attention
QQ0384,100.00%,Reward
QQ0385,75.00%,Attention
QQ0386,100.00%,Reward
QQ0387,100.00%,Reward
QQ0388,50.00%,Attention
QQ0389,100.00%,Reward
QQ0390,100.00%,Reward
QQ0391,100.00%,Reward
QQ0392,100.00%,Reward
QQ0394,100.00%,Reward
QQ0396,100.00%,Reward
QQ0399,100.00%,Reward
QQ0401,100.00%,Reward
QQ0405,100.00%,Reward
QQ0408,100.00%,Reward
QQ0410,100.00%,Reward
QQ0411,100.00%,Reward
QQ0412,100.00%,Reward
QQ0413,100.00%,Reward
QQ0414,100.00%,Reward
QQ0415,100.00%,Reward
QQ0416,100.00%,Reward
QQ0417,100.00%,Reward
QQ0418,50.00%,Attention
QQ0419,100.00%,Reward
QQ0420,100.00%,Reward
QQ0421,0.00%,Attention
QQ0422,0.00%,Attention
QQ0424,100.00%,Reward
QQ0426,100.00%,Reward
QQ0427,100.00%,Reward
QQ0428,66.67%,Attention
QQ0429,100.00%,Reward
QQ0432,50.00%,Attention
QQ0433,100.00%,Reward
QQ0434,100.00%,Reward
QQ0435,66.67%,Attention
QQ0436,0.00%,Attention
QQ0437,0.00%,Attention
QQ0438,100.00%,Reward
QQ0439,50.00%,Attention
QQ0440,50.00%,Attention
QQ0442,100.00%,Reward
QQ0443,100.00%,Reward
QQ0444,100.00%,Reward
QQ0445,100.00%,Reward
QQ0447,50.00%,Attention
QQ0448,100.00%,Reward
QQ0449,66.67%,Attention
QQ0451,100.00%,Reward
QQ0452,100.00%,Reward
QQ0453,100.00%,Reward
QQ0454,100.00%,Reward
QQ0455,50.00%,Attention
QQ0456,0.00%,Attention
QQ0457,100.00%,Reward
QQ0458,100.00%,Reward
QQ0459,100.00%,Reward
QQ0461,0.00%,Attention
QQ0463,0.00%,Attention
QQ0465,0.00%,Attention
QQ0466,50.00%,Attention
QQ0468,100.00%,Reward
QQ0469,100.00%,Reward
QQ0471,100.00%,Reward
QQ0472,50.00%,Attention
QQ0473,100.00%,Reward
QQ0474,100.00%,Reward
QQ0475,100.00%,Reward
QQ0478,0.00%,Attention
QQ0479,100.00%,Reward
QQ0481,100.00%,Reward
QQ0484,100.00%,Reward
QQ0488,100.00%,Reward
QQ0489,66.67%,Attention
QQ0490,50.00%,Attention
QQ0491,0.00%,Attention
QQ0497,100.00%,Reward
QQ0498,80.00%,Reward
QQ0500,100.00%,Reward
QQ0501,100.00%,Reward
QQ0502,0.00%,Attention
QQ0505,100.00%,Reward
QQ0507,100.00%,Reward
QQ0509,0.00%,Attention
QQ0510,75.00%,Attention
QQ0511,25.00%,Attention
QQ0512,0.00%,Attention
QQ0513,100.00%,Reward
QQ0514,40.00%,Attention
QQ0515,100.00%,Reward
QQ0516,55.56%,Attention
QQ0517,30.00%,Attention
QQ0518,33.33%,Attention
QQ0519,33.33%,Attention
QQ0520,100.00%,Reward
QQ0521,100.00%,Reward
